description,price,link,company_name,product_name,ram,screen_size,storage,color,weight,operating_system,screen_type,processor_generation
"MSI Thin A15, AMD 7th Gen. Ryzen 5 7535HS, 40CM Gaming Laptop(8GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 2050, 4GB GDDR6/Cosmos Gray/1.86Kg), B7UCX-216IN","49,890",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NTYyMjU1NjEyNTg2NTM3OjE3MzUzNjg5MDE6c3BfbXRmOjMwMDMyMDcxMzc1OTAzMjo6MDo6&url=%2FMSI-7535HS-Windows-GeForce-B7UCX-216IN%2Fdp%2FB0D2HZV716%2Fref%3Dsr_1_40_sspa%3Fcrid%3D18ZAB0S0IG7BR%26dib%3DeyJ2IjoiMSJ9.CDRYHihrOEKRijstszwppAUJcwrq8sTDc6klQziM2fFnP0iSZL2SdOJBPZLqS3eAoELH9h9kpCPtujwdNdGVK0jvwOEhIV1PjaaoQ4_B774xAEe97xXotjyqPVPCdlhek_zaF-MxfSLgy0QKYh-Uw7FjlDi9GxaRSGV021xm4BmJBbrNfgRhIrbq8R0Qi8o9TeVMpsnQAflWVONcnMklYmdP50byAok5z1teaG3T6m_cT50IS_foW5VyLwlsRLaZxoIh4orqhfi0dFzhm2GjVtF-ITdlVr1h-iCuipYb0k0.Kuimt6qNTsVhiiZckl9tGGCsn4-mXeXwkpQcTYcOzvw%26dib_tag%3Dse%26keywords%3Dlaptop%2BMSI%26nsdOptOutParam%3Dtrue%26qid%3D1735368901%26s%3Dcomputers%26sprefix%3Dlaptop%2Blenov%252Ccomputers%252C254%26sr%3D1-40-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,MSI,G-Series,8GB RAM,15.6,512GB SSD,Black,1.7 Kg,Windows 11,IPS,7th Gen
"MSI Stealth 15M B12Ue 15.6"" Fhd (1920 * 1080) Gaming Laptop-Alder Lake I7-1280P DDR Iv 8Gb*2 (3200Mhz) Ram 1Tb Nvme Pcie Gen4X4 Ssd Rtx3060,Gddr6 6Gb Win 11 Home-9S7-15B111-066,Intel","89,990",https://amazon.in//MSI-Stealth-B12UE-Gaming-Laptop/dp/B0B73LSMSK/ref=sr_1_148?crid=18ZAB0S0IG7BR&dib=eyJ2IjoiMSJ9.AMqjKF0enXkBECdy178mbs1BVEBqpfLPlZPPJxuiR4voxPUKuchFKxvt9q4cLNCLTwoCV_pscM3JxWuCmHmJemKjiDkJRTBh5oM9hp8J5cyhZOomuCilEqjlTMDjj75KQl5dYK5NzfTnJRgDJNZllKesI8fssV-PaBpFH1VRquN4GJbrWaALyel6Yog6RlPrYVPifktSisZYezWr5N34hs4mEt96wciBt3aUNBPM5e-2MQYAB3Qo6Gp6fuSIuywgs2RyOBpjSdTfaTgVpHTU1wJSa5u9Xje_ifYum9nXbDEyl2xpIX5xSGvjmyvb5QZebAemrbK-PWh_ZnZs6H5NN2CEgftwJ36Stuffb-x6uKA.m-hU2FYGn1DRr5p7m3Ozvu-DNfN29FoIVMCVfruS3uE&dib_tag=se&keywords=laptop+MSI&nsdOptOutParam=true&qid=1735368946&s=computers&sprefix=laptop+lenov%2Ccomputers%2C254&sr=1-148,MSI,Inspiron,4GB RAM,15.6,512GB SSD,Silver,1.5 Kg,Windows 10,TN,11th Gen
"MSI Stealth 15, Intel 13th Gen. i7-13620H, 40CM FHD 144Hz Gaming Laptop (16GB/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Black/2.1Kg), A13VE-034IN","1,61,809",https://amazon.in//MSI-Stealth-i7-13620H-Windows-A13VE-034IN/dp/B0BTVVYWQZ/ref=sr_1_149?crid=18ZAB0S0IG7BR&dib=eyJ2IjoiMSJ9.AMqjKF0enXkBECdy178mbs1BVEBqpfLPlZPPJxuiR4voxPUKuchFKxvt9q4cLNCLTwoCV_pscM3JxWuCmHmJemKjiDkJRTBh5oM9hp8J5cyhZOomuCilEqjlTMDjj75KQl5dYK5NzfTnJRgDJNZllKesI8fssV-PaBpFH1VRquN4GJbrWaALyel6Yog6RlPrYVPifktSisZYezWr5N34hs4mEt96wciBt3aUNBPM5e-2MQYAB3Qo6Gp6fuSIuywgs2RyOBpjSdTfaTgVpHTU1wJSa5u9Xje_ifYum9nXbDEyl2xpIX5xSGvjmyvb5QZebAemrbK-PWh_ZnZs6H5NN2CEgftwJ36Stuffb-x6uKA.m-hU2FYGn1DRr5p7m3Ozvu-DNfN29FoIVMCVfruS3uE&dib_tag=se&keywords=laptop+MSI&nsdOptOutParam=true&qid=1735368946&s=computers&sprefix=laptop+lenov%2Ccomputers%2C254&sr=1-149,MSI,G-Series,16GB RAM,16.0,512GB SSD,Black,1.7 Kg,Windows 11,IPS,13th Gen
"MSI Modern 15, Intel 12th Gen. i7-1255U, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.7Kg), B12M-226IN","62,689",https://amazon.in//MSI-i7-1255U-Windows-Graphics-B12M-226IN/dp/B0BQBQBH9F/ref=sr_1_151?crid=18ZAB0S0IG7BR&dib=eyJ2IjoiMSJ9.AMqjKF0enXkBECdy178mbs1BVEBqpfLPlZPPJxuiR4voxPUKuchFKxvt9q4cLNCLTwoCV_pscM3JxWuCmHmJemKjiDkJRTBh5oM9hp8J5cyhZOomuCilEqjlTMDjj75KQl5dYK5NzfTnJRgDJNZllKesI8fssV-PaBpFH1VRquN4GJbrWaALyel6Yog6RlPrYVPifktSisZYezWr5N34hs4mEt96wciBt3aUNBPM5e-2MQYAB3Qo6Gp6fuSIuywgs2RyOBpjSdTfaTgVpHTU1wJSa5u9Xje_ifYum9nXbDEyl2xpIX5xSGvjmyvb5QZebAemrbK-PWh_ZnZs6H5NN2CEgftwJ36Stuffb-x6uKA.m-hU2FYGn1DRr5p7m3Ozvu-DNfN29FoIVMCVfruS3uE&dib_tag=se&keywords=laptop+MSI&nsdOptOutParam=true&qid=1735368946&s=computers&sprefix=laptop+lenov%2Ccomputers%2C254&sr=1-151,MSI,Latitude,16GB RAM,14.0,512GB SSD,Black,2.2 Kg,Windows 11,VA,12th Gen
"MSI Prestige 14H, Intel 12th Gen. i5-12450H, 36CM FHD+ 60Hz Laptop (8GBx2/512GB NVMe SSD/Windows 11 Home/NVIDIA RTX 2050, GDDR6 4GB Graphics/Urban Silver/1.49Kg), B12UCX-412IN","86,990",https://amazon.in//MSI-Prestige-i5-12450H-Graphics-B12UCX-412IN/dp/B0C9JMGDNC/ref=sr_1_153?crid=18ZAB0S0IG7BR&dib=eyJ2IjoiMSJ9.AMqjKF0enXkBECdy178mbs1BVEBqpfLPlZPPJxuiR4voxPUKuchFKxvt9q4cLNCLTwoCV_pscM3JxWuCmHmJemKjiDkJRTBh5oM9hp8J5cyhZOomuCilEqjlTMDjj75KQl5dYK5NzfTnJRgDJNZllKesI8fssV-PaBpFH1VRquN4GJbrWaALyel6Yog6RlPrYVPifktSisZYezWr5N34hs4mEt96wciBt3aUNBPM5e-2MQYAB3Qo6Gp6fuSIuywgs2RyOBpjSdTfaTgVpHTU1wJSa5u9Xje_ifYum9nXbDEyl2xpIX5xSGvjmyvb5QZebAemrbK-PWh_ZnZs6H5NN2CEgftwJ36Stuffb-x6uKA.m-hU2FYGn1DRr5p7m3Ozvu-DNfN29FoIVMCVfruS3uE&dib_tag=se&keywords=laptop+MSI&nsdOptOutParam=true&qid=1735368946&s=computers&sprefix=laptop+lenov%2Ccomputers%2C254&sr=1-153,MSI,G-Series,4GB RAM,14.0,512GB SSD,Silver,2.3 Kg,Windows 11,TN,12th Gen
"MSI Modern 15, Intel 12th Gen i7-1255U, 40CM FHD Thin & Light Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.7Kg), B12MO-816IN","48,300",https://amazon.in//MSI-i7-1255U-Windows-Graphics-B12MO-816IN/dp/B0D1VKPSH7/ref=sr_1_41?crid=18ZAB0S0IG7BR&dib=eyJ2IjoiMSJ9.CDRYHihrOEKRijstszwppAUJcwrq8sTDc6klQziM2fFnP0iSZL2SdOJBPZLqS3eAoELH9h9kpCPtujwdNdGVK0jvwOEhIV1PjaaoQ4_B774xAEe97xXotjyqPVPCdlhek_zaF-MxfSLgy0QKYh-Uw7FjlDi9GxaRSGV021xm4BmJBbrNfgRhIrbq8R0Qi8o9TeVMpsnQAflWVONcnMklYmdP50byAok5z1teaG3T6m_cT50IS_foW5VyLwlsRLaZxoIh4orqhfi0dFzhm2GjVsjpMgb8fThmgudHTci8Yny-6diSK0mf-RHVGkFzaXRFFYsn4Sfb_3lzMqkRxHC9B1yf8NqNC6xDKvUYx2ZKgXE.kYKXsRB4S-lOjXKe3WKacdK4f7CpynrNcrOFJUfPAME&dib_tag=se&keywords=laptop+MSI&nsdOptOutParam=true&qid=1735368901&s=computers&sprefix=laptop+lenov%2Ccomputers%2C254&sr=1-41,MSI,G-Series,4GB RAM,16.0,256GB SSD,Black,2.3 Kg,Windows 11,VA,12th Gen
"MSI Thin GF63, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Black/1.86Kg), 12VE-080IN","89,757",https://amazon.in//MSI-i5-12450H-Windows-GeForce-12VE-080IN/dp/B0BW9Q8S57/ref=sr_1_156?crid=18ZAB0S0IG7BR&dib=eyJ2IjoiMSJ9.AMqjKF0enXkBECdy178mbs1BVEBqpfLPlZPPJxuiR4voxPUKuchFKxvt9q4cLNCLTwoCV_pscM3JxWuCmHmJemKjiDkJRTBh5oM9hp8J5cyhZOomuCilEqjlTMDjj75KQl5dYK5NzfTnJRgDJNZllKesI8fssV-PaBpFH1VRquN4GJbrWaALyel6Yog6RlPrYVPifktSisZYezWr5N34hs4mEt96wciBt3aUNBPM5e-2MQYAB3Qo6Gp6fuSIuywgs2RyOBpjSdTfaTgVpHTU1wJSa5u9Xje_ifYum9nXbDEyl2xpIX5xSGvjmyvb5QZebAemrbK-PWh_ZnZs6H5NN2CEgftwJ36Stuffb-x6uKA.m-hU2FYGn1DRr5p7m3Ozvu-DNfN29FoIVMCVfruS3uE&dib_tag=se&keywords=laptop+MSI&nsdOptOutParam=true&qid=1735368946&s=computers&sprefix=laptop+lenov%2Ccomputers%2C254&sr=1-156,MSI,Latitude,4GB RAM,16.0,256GB SSD,Black,2.2 Kg,Windows 11,IPS,12th Gen
"MSI Claw, Intel 1st Gen. Ultra 7 155H,Built-in AI, 18CM FHD 120Hz Handheld Gaming Console(16GB/1TB NVMe SSD/Windows 11 Home/Intel Arc/Black/675g), A1M-217IN","71,490",https://amazon.in//MSI-Handheld-Console-Windows-A1M-217IN/dp/B0D25RCFPP/ref=sr_1_161?crid=18ZAB0S0IG7BR&dib=eyJ2IjoiMSJ9.AMqjKF0enXkBECdy178mbs1BVEBqpfLPlZPPJxuiR4voxPUKuchFKxvt9q4cLNCLTwoCV_pscM3JxWuCmHmJemKjiDkJRTBh5oM9hp8J5cyhZOomuCilEqjlTMDjj75KQl5dYK5NzfTnJRgDJNZllKesI8fssV-PaBpFH1VRquN4GJbrWaALyel6Yog6RlPrYVPifktSisZYezWr5N34hs4mEt96wciBt3aUNBPM5e-2MQYAB3Qo6Gp6fuSIuywgs2RyOBpjSdTfaTgVpHTU1wJSa5u9Xje_ifYum9nXbDEyl2xpIX5xSGvjmyvb5QZebAemrbK-PWh_ZnZs6H5NN2CEgftwJ36Stuffb-x6uKA.m-hU2FYGn1DRr5p7m3Ozvu-DNfN29FoIVMCVfruS3uE&dib_tag=se&keywords=laptop+MSI&nsdOptOutParam=true&qid=1735368946&s=computers&sprefix=laptop+lenov%2Ccomputers%2C254&sr=1-161,MSI,Alienware,16GB RAM,15.6,256GB SSD,Black,2.2 Kg,Windows 11,VA,11th Gen
"MSI Prestige 16 AI Evo, Intel Core Ultra 7 155H, Built-in AI, 41CM QHD+ Thin and Light Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Intel Arc Graphics/Stellar Grey/1.5Kg), B1MG-033IN","1,19,990",https://amazon.in//MSI-Prestige-16-AI-Evo/dp/B0CV3XJLN2/ref=sr_1_162?crid=18ZAB0S0IG7BR&dib=eyJ2IjoiMSJ9.AMqjKF0enXkBECdy178mbs1BVEBqpfLPlZPPJxuiR4voxPUKuchFKxvt9q4cLNCLTwoCV_pscM3JxWuCmHmJemKjiDkJRTBh5oM9hp8J5cyhZOomuCilEqjlTMDjj75KQl5dYK5NzfTnJRgDJNZllKesI8fssV-PaBpFH1VRquN4GJbrWaALyel6Yog6RlPrYVPifktSisZYezWr5N34hs4mEt96wciBt3aUNBPM5e-2MQYAB3Qo6Gp6fuSIuywgs2RyOBpjSdTfaTgVpHTU1wJSa5u9Xje_ifYum9nXbDEyl2xpIX5xSGvjmyvb5QZebAemrbK-PWh_ZnZs6H5NN2CEgftwJ36Stuffb-x6uKA.m-hU2FYGn1DRr5p7m3Ozvu-DNfN29FoIVMCVfruS3uE&dib_tag=se&keywords=laptop+MSI&nsdOptOutParam=true&qid=1735368946&s=computers&sprefix=laptop+lenov%2Ccomputers%2C254&sr=1-162,MSI,XPS,8GB RAM,14.0,256GB SSD,Arctic Grey,1.7 Kg,Windows 11,OLED,9th Gen
"MSI Prestige 16 Studio, Intel 13th Gen. i7-13700H, 41CM QHD+ 165Hz Laptop (16GB/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 4050, GDDR6 6GB/Urban Silver/2.1Kg), A13VE-031IN","1,72,990",https://amazon.in//MSI-Prestige-16-Studio-A13VE-031IN/dp/B0BX9QZF62/ref=sr_1_163?crid=18ZAB0S0IG7BR&dib=eyJ2IjoiMSJ9.AMqjKF0enXkBECdy178mbs1BVEBqpfLPlZPPJxuiR4voxPUKuchFKxvt9q4cLNCLTwoCV_pscM3JxWuCmHmJemKjiDkJRTBh5oM9hp8J5cyhZOomuCilEqjlTMDjj75KQl5dYK5NzfTnJRgDJNZllKesI8fssV-PaBpFH1VRquN4GJbrWaALyel6Yog6RlPrYVPifktSisZYezWr5N34hs4mEt96wciBt3aUNBPM5e-2MQYAB3Qo6Gp6fuSIuywgs2RyOBpjSdTfaTgVpHTU1wJSa5u9Xje_ifYum9nXbDEyl2xpIX5xSGvjmyvb5QZebAemrbK-PWh_ZnZs6H5NN2CEgftwJ36Stuffb-x6uKA.m-hU2FYGn1DRr5p7m3Ozvu-DNfN29FoIVMCVfruS3uE&dib_tag=se&keywords=laptop+MSI&nsdOptOutParam=true&qid=1735368946&s=computers&sprefix=laptop+lenov%2Ccomputers%2C254&sr=1-163,MSI,Latitude,16GB RAM,14.0,512GB SSD,Silver,2.2 Kg,Windows 11,OLED,13th Gen
"MSI Titan 18 HX, Intel 14th Gen. i9-14900HX, 45.72CM UHD+ MiniLED 120Hz Gaming Laptop(64GB/2TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4080, /Core Black/3.6Kg), A14VHG-207IN","4,29,990",https://amazon.in//MSI-i9-14900HX-45-72CM-MiniLED-A14VHG-207IN/dp/B0CV75ZNX4/ref=sr_1_42?crid=18ZAB0S0IG7BR&dib=eyJ2IjoiMSJ9.CDRYHihrOEKRijstszwppAUJcwrq8sTDc6klQziM2fFnP0iSZL2SdOJBPZLqS3eAoELH9h9kpCPtujwdNdGVK0jvwOEhIV1PjaaoQ4_B774xAEe97xXotjyqPVPCdlhek_zaF-MxfSLgy0QKYh-Uw7FjlDi9GxaRSGV021xm4BmJBbrNfgRhIrbq8R0Qi8o9TeVMpsnQAflWVONcnMklYmdP50byAok5z1teaG3T6m_cT50IS_foW5VyLwlsRLaZxoIh4orqhfi0dFzhm2GjVsjpMgb8fThmgudHTci8Yny-6diSK0mf-RHVGkFzaXRFFYsn4Sfb_3lzMqkRxHC9B1yf8NqNC6xDKvUYx2ZKgXE.kYKXsRB4S-lOjXKe3WKacdK4f7CpynrNcrOFJUfPAME&dib_tag=se&keywords=laptop+MSI&nsdOptOutParam=true&qid=1735368901&s=computers&sprefix=laptop+lenov%2Ccomputers%2C254&sr=1-42,MSI,Alienware,4GB RAM,14.0,256GB SSD,Black,1.8 Kg,Windows 11,TN,14th Gen
"MSI PRO MP161 E2 15.6 Inch Full HD Portable Monitor - 1920 x 1080 IPS Panel, 60Hz, Eye-Friendly Screen (PC, Laptop, Mobile), Speakers, Enhanced Chassis & Kickstand - Mini-HDMI 2.0b, 2 x USB Type-C","11,999",https://amazon.in//MSI-MP161-15-6-Portable-Monitor/dp/B0CPT96N3N/ref=sr_1_170?crid=18ZAB0S0IG7BR&dib=eyJ2IjoiMSJ9.AMqjKF0enXkBECdy178mbs1BVEBqpfLPlZPPJxuiR4voxPUKuchFKxvt9q4cLNCLTwoCV_pscM3JxWuCmHmJemKjiDkJRTBh5oM9hp8J5cyhZOomuCilEqjlTMDjj75KQl5dYK5NzfTnJRgDJNZllKesI8fssV-PaBpFH1VRquN4GJbrWaALyel6Yog6RlPrYVPifktSisZYezWr5N34hs4mEt96wciBt3aUNBPM5e-2MQYAB3Qo6Gp6fuSIuywgs2RyOBpjSdTfaTgVpHTU1wJSa5u9Xje_ifYum9nXbDEyl2xpIX5xSGvjmyvb5QZebAemrbK-PWh_ZnZs6H5NN2CEgftwJ36Stuffb-x6uKA.m-hU2FYGn1DRr5p7m3Ozvu-DNfN29FoIVMCVfruS3uE&dib_tag=se&keywords=laptop+MSI&nsdOptOutParam=true&qid=1735368946&s=computers&sprefix=laptop+lenov%2Ccomputers%2C254&sr=1-170,MSI,Inspiron,16GB RAM,14.0,512GB SSD,Black,1.8 Kg,Windows 10,IPS,9th Gen
"MSI Modern 14, Intel 13th Gen. i3-1315U, 36CM FHD 60Hz Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Intel UHD Graphics/Urban Silver/1.4Kg), C13M-438IN","34,449",https://amazon.in//MSI-Modern-14-i3-1315U-C13M-438IN/dp/B0BX9QR765/ref=sr_1_43?crid=18ZAB0S0IG7BR&dib=eyJ2IjoiMSJ9.CDRYHihrOEKRijstszwppAUJcwrq8sTDc6klQziM2fFnP0iSZL2SdOJBPZLqS3eAoELH9h9kpCPtujwdNdGVK0jvwOEhIV1PjaaoQ4_B774xAEe97xXotjyqPVPCdlhek_zaF-MxfSLgy0QKYh-Uw7FjlDi9GxaRSGV021xm4BmJBbrNfgRhIrbq8R0Qi8o9TeVMpsnQAflWVONcnMklYmdP50byAok5z1teaG3T6m_cT50IS_foW5VyLwlsRLaZxoIh4orqhfi0dFzhm2GjVsjpMgb8fThmgudHTci8Yny-6diSK0mf-RHVGkFzaXRFFYsn4Sfb_3lzMqkRxHC9B1yf8NqNC6xDKvUYx2ZKgXE.kYKXsRB4S-lOjXKe3WKacdK4f7CpynrNcrOFJUfPAME&dib_tag=se&keywords=laptop+MSI&nsdOptOutParam=true&qid=1735368901&s=computers&sprefix=laptop+lenov%2Ccomputers%2C254&sr=1-43,MSI,XPS,8GB RAM,15.6,512GB SSD,Silver,1.5 Kg,Windows 11,VA,13th Gen
"MSI Modern 14, Intel 12th Gen. i5-1235U, 36CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Intel Iris Xe/Urban Silver/1.4Kg), C12M-439IN","41,790",https://amazon.in//MSI-Core-12th-Gen-C12M-439IN/dp/B0CDCM8LHR/ref=sr_1_44?crid=18ZAB0S0IG7BR&dib=eyJ2IjoiMSJ9.CDRYHihrOEKRijstszwppAUJcwrq8sTDc6klQziM2fFnP0iSZL2SdOJBPZLqS3eAoELH9h9kpCPtujwdNdGVK0jvwOEhIV1PjaaoQ4_B774xAEe97xXotjyqPVPCdlhek_zaF-MxfSLgy0QKYh-Uw7FjlDi9GxaRSGV021xm4BmJBbrNfgRhIrbq8R0Qi8o9TeVMpsnQAflWVONcnMklYmdP50byAok5z1teaG3T6m_cT50IS_foW5VyLwlsRLaZxoIh4orqhfi0dFzhm2GjVsjpMgb8fThmgudHTci8Yny-6diSK0mf-RHVGkFzaXRFFYsn4Sfb_3lzMqkRxHC9B1yf8NqNC6xDKvUYx2ZKgXE.kYKXsRB4S-lOjXKe3WKacdK4f7CpynrNcrOFJUfPAME&dib_tag=se&keywords=laptop+MSI&nsdOptOutParam=true&qid=1735368901&s=computers&sprefix=laptop+lenov%2Ccomputers%2C254&sr=1-44,MSI,XPS,8GB RAM,14.0,512GB SSD,Silver,1.3 Kg,Windows 11,VA,12th Gen
"MSI Stealth 18 AI Studio,Intel 1st. Gen Ultra 9 185H,Built-in AI,46CM 16:10 UHD+ MiniLED120Hz Gaming Laptop(32GB/2TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4090/Midnight Black/2.89Kg),A1VIG-022IN","3,99,390",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4NDUzMDk0MDU5OTQyODAyOjE3MzUzNjg5NTE6c3BfbXRmOjMwMDQwNDI2OTYxNTIzMjo6MDo6&url=%2FMSI-Stealth-Studio-Intel-Built%2Fdp%2FB0CXDQHR1Y%2Fref%3Dsr_1_184_sspa%3Fcrid%3D18ZAB0S0IG7BR%26dib%3DeyJ2IjoiMSJ9.LQ0M6TT9V_Aeey0iBwOdfqzD9nI6rG_95dFRGViUsPZghN3xFoH5IpMIQhUN90NP2jOuDYQQ6etETIHRzIDHEpLlWnAByAciwoo6OOFX22HvjMn5RcQDY5CTDALZGdxSxZC57WVDyfBKfeamOd18DzZeXOa3u8MtyeK0nu0BeOex58R749ZxqVH-d4gpfXt4qTNRofS0pMIaBSUESltodifc0JITKc1UcoZvAXZUbW9yzoviOKB3KoVHv_WFaaPGJhLO1mAUAhJ2PLe5qIhrwVN6-k7-goqNYJveXcPfXvM.iPKsb2RtaDOFubEeFo35BCs4GuT3tDALML53fZulI_8%26dib_tag%3Dse%26keywords%3Dlaptop%2BMSI%26nsdOptOutParam%3Dtrue%26qid%3D1735368951%26s%3Dcomputers%26sprefix%3Dlaptop%2Blenov%252Ccomputers%252C254%26sr%3D1-184-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,MSI,G-Series,4GB RAM,14.0,256GB SSD,Black,1.2 Kg,Windows 11,OLED,Intel 11th Gen
"MSI MAG 274QRFW 27 Inch 2K WQHD Gaming Monitor - 2560 x 1440 Rapid IPS Panel, 180 Hz / 1ms GtG, 95% DCI-P3 Colour Gamut, Fan-Less Design, DisplayHDR 400 - DP 1.4a, HDMI 2.0b, White","23,999",https://amazon.in//MSI-274QRFW-Inch-Gaming-Monitor/dp/B0CR9Z1T2Q/ref=sr_1_187?crid=18ZAB0S0IG7BR&dib=eyJ2IjoiMSJ9.LQ0M6TT9V_Aeey0iBwOdfqzD9nI6rG_95dFRGViUsPZghN3xFoH5IpMIQhUN90NP2jOuDYQQ6etETIHRzIDHEpLlWnAByAciwoo6OOFX22HvjMn5RcQDY5CTDALZGdxSxZC57WVDyfBKfeamOd18DzZeXOa3u8MtyeK0nu0BeOex58R749ZxqVH-d4gpfXt4qTNRofS0pMIaBSUESltodifc0JITKc1UcoZvAXZUbW9yzoviOKB3KoVHv_WFaaPGJhLO1mAUAhJ2PLe5qIhrwaJf7-KhRsqU11p1hSmY6dlfwR2R2UAW-gBS8g_jM4XKEm82Vvrw2NXb2EXIN2uNLXuw1Y0l-w6H2WRpIFBLuyQ.qcnSC7-ofedRV-51SfqNPX7tRrVrAuxjDARXiVLjenU&dib_tag=se&keywords=laptop+MSI&nsdOptOutParam=true&qid=1735368951&s=computers&sprefix=laptop+lenov%2Ccomputers%2C254&sr=1-187,MSI,Latitude,16GB RAM,14.0,512GB SSD,Silver,1.3 Kg,Windows 10,IPS,9th Gen
"MSI Modern 14, Intel 13th Gen. i5-1335U, 36CM FHD 60Hz Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.4Kg), C13M-437IN","42,500",https://amazon.in//MSI-Modern-14-i5-1335U-C13M-437IN/dp/B0BX9Q16Q6/ref=sr_1_27?crid=18ZAB0S0IG7BR&dib=eyJ2IjoiMSJ9.CDRYHihrOEKRijstszwppAUJcwrq8sTDc6klQziM2fFnP0iSZL2SdOJBPZLqS3eAoELH9h9kpCPtujwdNdGVK0jvwOEhIV1PjaaoQ4_B774xAEe97xXotjyqPVPCdlhek_zaF-MxfSLgy0QKYh-Uw7FjlDi9GxaRSGV021xm4BmJBbrNfgRhIrbq8R0Qi8o9TeVMpsnQAflWVONcnMklYmdP50byAok5z1teaG3T6m_cT50IS_foW5VyLwlsRLaZxoIh4orqhfi0dFzhm2GjVsjpMgb8fThmgudHTci8Yny-6diSK0mf-RHVGkFzaXRFFYsn4Sfb_3lzMqkRxHC9B1yf8NqNC6xDKvUYx2ZKgXE.kYKXsRB4S-lOjXKe3WKacdK4f7CpynrNcrOFJUfPAME&dib_tag=se&keywords=laptop+MSI&nsdOptOutParam=true&qid=1735368901&s=computers&sprefix=laptop+lenov%2Ccomputers%2C254&sr=1-27,MSI,Latitude,4GB RAM,16.0,512GB SSD,Black,2.5 Kg,Windows 11,OLED,13th Gen
"MSI Katana 15, Intel Core i9-13900H, 40CM FHD 144Hz Gaming Laptop (8GBx2/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 4060, GDDR6 8GB/Black/2.25Kg), B13VFK-843IN","1,29,990",https://amazon.in//MSI-i9-13900H-Windows-GeForce-B13VFK-843IN/dp/B0C6F2QJYP/ref=sr_1_45?crid=18ZAB0S0IG7BR&dib=eyJ2IjoiMSJ9.CDRYHihrOEKRijstszwppAUJcwrq8sTDc6klQziM2fFnP0iSZL2SdOJBPZLqS3eAoELH9h9kpCPtujwdNdGVK0jvwOEhIV1PjaaoQ4_B774xAEe97xXotjyqPVPCdlhek_zaF-MxfSLgy0QKYh-Uw7FjlDi9GxaRSGV021xm4BmJBbrNfgRhIrbq8R0Qi8o9TeVMpsnQAflWVONcnMklYmdP50byAok5z1teaG3T6m_cT50IS_foW5VyLwlsRLaZxoIh4orqhfi0dFzhm2GjVsjpMgb8fThmgudHTci8Yny-6diSK0mf-RHVGkFzaXRFFYsn4Sfb_3lzMqkRxHC9B1yf8NqNC6xDKvUYx2ZKgXE.kYKXsRB4S-lOjXKe3WKacdK4f7CpynrNcrOFJUfPAME&dib_tag=se&keywords=laptop+MSI&nsdOptOutParam=true&qid=1735368901&s=computers&sprefix=laptop+lenov%2Ccomputers%2C254&sr=1-45,MSI,Latitude,8GB RAM,16.0,512GB SSD,Black,1.5 Kg,Windows 11,IPS,11th Gen
